stock,name,type,type_idx
5906,台南-KY,貿易百貨業,10
5907,大洋-KY,貿易百貨業,10
6005,群益證,金融保險業,30
6024,群益期,金融保險業,30
6108,競國,電子零組件業,11
6112,聚碩,資訊服務業,27
6115,鎰勝,電子零組件業,11
6116,彩晶,光電業,25
6117,迎廣,電腦及週邊設備業,21
6120,達運,光電業,25
6128,上福,電腦及週邊設備業,21
6133,金橋,電子零組件業,11
6136,富爾特,通信網路業,24
6139,亞翔,其他電子業,23
6141,柏承,電子零組件業,11
6142,友勁,通信網路業,24
6152,百一,通信網路業,24
6153,嘉聯益,電子零組件業,11
6155,鈞寶,電子零組件業,11
6164,華興,光電業,25
6165,浪凡,其他業,8
6166,凌華,電腦及週邊設備業,21
6168,宏齊,光電業,25
6172,互億,電腦及週邊設備業,21
6176,瑞儀,光電業,25
6177,達麗,建材營造業,6
6183,關貿,資訊服務業,27
6184,大豐電,其他業,8
6189,豐藝,電子通路業,26
6191,精成科,電子零組件業,11
6192,巨路,其他電子業,23
6196,帆宣,其他電子業,23
6197,佳必琪,電子零組件業,11
6201,亞弘電,其他電子業,23
6202,盛群,半導體業,22
6205,詮欣,電子零組件業,11
6206,飛捷,電腦及週邊設備業,21
6209,今國光,光電業,25
6213,聯茂,電子零組件業,11
6214,精誠,資訊服務業,27
6215,和椿,其他電子業,23
6216,居易,通信網路業,24
6224,聚鼎,電子零組件業,11
6225,天瀚,光電業,25
6226,光鼎,光電業,25
6230,尼得科超眾,電腦及週邊設備業,21
6235,華孚,電腦及週邊設備業,21
6239,力成,半導體業,22
6243,迅杰,半導體業,22
6251,定穎,電子零組件業,11
6257,矽格,半導體業,22
6269,台郡,電子零組件業,11
6271,同欣電,半導體業,22
6277,宏正,電腦及週邊設備業,21
6278,台表科,光電業,25
6281,全國電,電子通路業,26
6282,康舒,電子零組件業,11
6283,淳安,其他電子業,23
6285,啟碁,通信網路業,24
6288,聯嘉,汽車工業,7
6289,華上,光電業,25
6405,悅城,光電業,25
6409,旭隼,其他電子業,23
6412,群電,電子零組件業,11
6414,樺漢,電腦及週邊設備業,21
6415,矽力-KY,半導體業,22
6416,瑞祺電通,通信網路業,24
6426,統新,通信網路業,24
6431,光麗-KY,光電業,25
6438,迅得,其他電子業,23
6442,光聖,通信網路業,24
6443,元晶,光電業,25
6449,鈺邦,電子零組件業,11
6451,訊芯-KY,半導體業,22
6456,GIS-KY,光電業,25
6464,台數科,其他業,8
6477,安集,光電業,25
6491,晶碩,生技醫療業,13
6504,南六,其他業,8
6505,台塑化,油電燃氣業,28
6515,穎崴,半導體業,22
6525,捷敏-KY,半導體業,22
6531,愛普*,半導體業,22
6533,晶心科,半導體業,22
6541,泰福-KY,生技醫療業,13
6552,易華電,半導體業,22
6558,興能高,其他電子業,23
6573,虹揚-KY,半導體業,22
6579,研揚,電腦及週邊設備業,21
6581,鋼聯,其他業,8
6582,申豐,橡膠工業,19
6585,鼎基,其他業,8
6591,動力-KY,電腦及週邊設備業,21
6592,和潤企業,其他業,8
6598,ABC-KY,生技醫療業,13
6605,帝寶,汽車工業,7
6625,必應,其他業,8
6641,基士德-KY,其他業,8
6655,科定,其他業,8
6666,羅麗芬-KY,生技醫療業,13
6668,中揚光,光電業,25
6669,緯穎,電腦及週邊設備業,21
6670,復盛應用,其他業,8
6671,三能-KY,其他業,8
6672,騰輝電子-KY,電子零組件業,11
6674,鋐寶科技,通信網路業,24
6691,洋基工程,其他電子業,23
6698,旭暉應材,其他電子業,23
6706,惠特,光電業,25
6715,嘉基,電子零組件業,11
6719,力智,半導體業,22
6743,安普新,其他電子業,23
6754,匯僑設計,其他業,8
6756,威鋒電子,半導體業,22
6768,志強-KY,其他業,8
6770,力積電,半導體業,22
6776,展碁國際,電子通路業,26
6781,AES-KY,電子零組件業,11
6790,永豐實,造紙工業,17
6792,詠業,通信網路業,24
6799,來頡,半導體業,22
6806,森崴能源,其他業,8
6807,峰源-KY,其他業,8
8011,台通,通信網路業,24
8016,矽創,半導體業,22
8021,尖點,其他電子業,23
8028,昇陽半導體,半導體業,22
8033,雷虎,其他業,8
8039,台虹,電子零組件業,11
8046,南電,電子零組件業,11
8070,長華*,電子通路業,26
8072,陞泰,電子通路業,26
8081,致新,半導體業,22
8101,華冠,通信網路業,24
8103,瀚荃,電子零組件業,11
8104,錸寶,光電業,25
8105,凌巨,光電業,25
8110,華東,半導體業,22
8112,至上,電子通路業,26
8112A,至上甲特,電子通路業,26
8114,振樺電,電腦及週邊設備業,21
8131,福懋科,半導體業,22
8150,南茂,半導體業,22
8163,達方,電腦及週邊設備業,21
8201,無敵,其他電子業,23
8210,勤誠,電腦及週邊設備業,21
8213,志超,電子零組件業,11
8215,明基材,光電業,25
8222,寶一,電機機械,12
8249,菱光,電子零組件業,11
8261,富鼎,半導體業,22
8271,宇瞻,半導體業,22
8341,日友,其他業,8
8367,建新國際,航運業,20
8374,羅昇,電機機械,12
8404,百和興業-KY,其他業,8
8411,福貞-KY,其他業,8
8422,可寧衛,其他業,8
8429,金麗-KY,貿易百貨業,10
8438,昶昕,其他業,8
8442,威宏-KY,其他業,8
8443,阿瘦,貿易百貨業,10
8454,富邦媒,貿易百貨業,10
8462,柏文,觀光事業,29
8463,潤泰材,其他業,8
8464,億豐,其他業,8
8466,美吉吉-KY,其他業,8
8467,波力-KY,其他業,8
8473,山林水,其他業,8
8478,東哥遊艇,其他業,8
8480,泰昇-KY,其他業,8
8481,政伸,其他業,8
8482,商億-KY,其他業,8
8488,吉源-KY,其他業,8
8499,鼎炫-KY,其他電子業,23
8926,台汽電,油電燃氣業,28
8940,新天地,觀光事業,29
8996,高力,電機機械,12
9103,美德醫療-DR,臺灣存託憑證(TDR),31
910322,康師傅-DR,臺灣存託憑證(TDR),31
9105,泰金寶-DR,臺灣存託憑證(TDR),31
910861,神州-DR,臺灣存託憑證(TDR),31
9110,越南控-DR,臺灣存託憑證(TDR),31
911608,明輝-DR,臺灣存託憑證(TDR),31
911622,泰聚亨-DR,臺灣存託憑證(TDR),31
911868,同方友友-DR,臺灣存託憑證(TDR),31
912000,晨訊科-DR,臺灣存託憑證(TDR),31
9136,巨騰-DR,臺灣存託憑證(TDR),31
9802,鈺齊-KY,其他業,8
9902,台火,其他業,8
9904,寶成,其他業,8
9905,大華,其他業,8
9906,欣巴巴,建材營造業,6
9907,統一實,其他業,8
9908,大台北,油電燃氣業,28
9910,豐泰,其他業,8
9911,櫻花,其他業,8
9912,偉聯,電腦及週邊設備業,21
9914,美利達,其他業,8
9917,中保科,其他業,8
9918,欣天然,油電燃氣業,28
9919,康那香,其他業,8
9921,巨大,其他業,8
9924,福興,其他業,8
9925,新保,其他業,8
9926,新海,油電燃氣業,28
9927,泰銘,其他業,8
9928,中視,其他業,8
9929,秋雨,其他業,8
9930,中聯資源,其他業,8
9931,欣高,油電燃氣業,28
9933,中鼎,其他業,8
9934,成霖,其他業,8
9935,慶豐富,其他業,8
9937,全國,油電燃氣業,28
9938,百和,其他業,8
9939,宏全,其他業,8
9940,信義,其他業,8
9941,裕融,其他業,8
9941A,裕融甲特,其他業,8
9942,茂順,其他業,8
9943,好樂迪,觀光事業,29
9944,新麗,其他業,8
9945,潤泰新,其他業,8
9946,三發地產,建材營造業,6
9955,佳龍,其他業,8
9958,世紀鋼,鋼鐵工業,18
